Locus	Gene	Start	Length	Product	Allele Count	File
KP1_RS02750		551599	162	hypothetical protein	246	KP1_RS02750.fasta
KP1_RS02760		553832	1014	inositol 2-dehydrogenase	967	KP1_RS02760.fasta
KP1_RS02770		555795	900	myo-inosose-2 dehydratase	998	KP1_RS02770.fasta
KP1_RS02775		556838	1311	ABC transporter substrate-binding protein	1358	KP1_RS02775.fasta
KP1_RS02785		559364	825	phosphodiesterase	1066	KP1_RS02785.fasta
KP1_RS02790		560199	888	ABC transporter permease	1210	KP1_RS02790.fasta
KP1_RS02800		562091	1020	alcohol dehydrogenase	1340	KP1_RS02800.fasta
KP1_RS02805		563222	1470	sulfate transporter	1545	KP1_RS02805.fasta
KP1_RS03210		655694	1455	Na+/xyloside symporter related transporter	1223	KP1_RS03210.fasta
KP1_RS03250		663344	1221	cyclopropane-fatty-acyl-phospholipid synthase	1255	KP1_RS03250.fasta
KP1_RS03255		664561	723	hypothetical protein	862	KP1_RS03255.fasta
KP1_RS03265		666541	720	oxidoreductase	850	KP1_RS03265.fasta
KP1_RS03270		667257	435	transcriptional regulator	530	KP1_RS03270.fasta
KP1_RS03280		668769	534	membrane protein	603	KP1_RS03280.fasta
KP1_RS03285		669312	348	cyanate transport	405	KP1_RS03285.fasta
KP1_RS03290		669732	3150	cation transporter	2037	KP1_RS03290.fasta
KP1_RS03295		672893	1263	metal RND transporter	1293	KP1_RS03295.fasta
KP1_RS03300		674201	345	copper-binding protein	553	KP1_RS03300.fasta
KP1_RS03305		674563	1386	cation transporter	1299	KP1_RS03305.fasta
KP1_RS03320		676793	1434	two-component sensor histidine kinase	1270	KP1_RS03320.fasta
KP1_RS03335		679187	1122	50S ribosomal protein L16 arginine hydroxylase	878	KP1_RS03335.fasta
KP1_RS03365		686505	318	hypothetical protein	227	KP1_RS03365.fasta
KP1_RS03380		690728	1068	membrane protein	939	KP1_RS03380.fasta
KP1_RS03385		692102	1008	tryptophan--tRNA ligase	961	KP1_RS03385.fasta
KP1_RS03425		700348	1413	GntR family transcriptional regulator	1090	KP1_RS03425.fasta
KP1_RS03430		701938	165	DUF1127 domain-containing protein	171	KP1_RS03430.fasta
KP1_RS03435		702267	465	MarR family transcriptional regulator	330	KP1_RS03435.fasta
KP1_RS03440		702738	1068	hemolysin secretion protein D	824	KP1_RS03440.fasta
KP1_RS03455		705107	768	hypothetical protein	711	KP1_RS03455.fasta
KP1_RS03460		705884	1152	hypothetical protein	891	KP1_RS03460.fasta
KP1_RS03465		707133	240	hypothetical protein	203	KP1_RS03465.fasta
KP1_RS03475		708693	1281	membrane protein	823	KP1_RS03475.fasta
KP1_RS03495		712816	1371	succinate-semialdehyde dehydrogenase	1000	KP1_RS03495.fasta
KP1_RS03500		714284	546	porin	323	KP1_RS03500.fasta
KP1_RS03505		715221	957	GTPase	643	KP1_RS03505.fasta
KP1_RS03510		716189	204	hypothetical protein	128	KP1_RS03510.fasta
KP1_RS03530		720573	513	4-hydroxyphenylacetate 3-monooxygenase	595	KP1_RS03530.fasta
KP1_RS03535		721105	1563	"4-hydroxyphenylacetate 3-monooxygenase, oxygenase component"	1235	KP1_RS03535.fasta
KP1_RS03540		722893	891	4-hydroxyphenylacetate catabolism regulatory protein HpaA	746	KP1_RS03540.fasta
KP1_RS03555		725981	804	"2-oxo-hepta-3-ene-1,7-dioic acid hydratase"	395	KP1_RS03555.fasta
KP1_RS03560		726893	381	5-carboxymethyl-2-hydroxymuconate isomerase	356	KP1_RS03560.fasta
KP1_RS03565		727283	858	"3,4-dihydroxyphenylacetate 2,3-dioxygenase"	749	KP1_RS03565.fasta
KP1_RS03570		728142	1467	5-carboxymethyl-2-hydroxymuconate semialdehyde dehydrogenase	1238	KP1_RS03570.fasta
KP1_RS03575		729605	765	"2-hydroxyhepta-2,4-diene-1,7-dioate isomerase"	762	KP1_RS03575.fasta
KP1_RS03580		730366	633	"2-hydroxyhepta-2,4-diene-1,7-dioate isomerase"	605	KP1_RS03580.fasta
KP1_RS03605		732293	1017	oxidoreductase	802	KP1_RS03605.fasta
KP1_RS03650		740679	534	N-acetyltransferase GCN5	328	KP1_RS03650.fasta
KP1_RS03700		750809	2292	phosphoglycerol transferase I	1282	KP1_RS03700.fasta
KP1_RS03705		753357	492	hypothetical protein	314	KP1_RS03705.fasta
KP1_RS03710		753914	738	DNA replication protein DnaC	284	KP1_RS03710.fasta
KP1_RS03715		754654	540	primosomal protein 1	343	KP1_RS03715.fasta
KP1_RS03725		755760	777	membrane protein	493	KP1_RS03725.fasta
KP1_RS03760		761323	1344	PTS cellobiose transporter subunit IIC	879	KP1_RS03760.fasta
KP1_RS03770		763611	1047	GGDEF domain-containing protein	621	KP1_RS03770.fasta
KP1_RS03800		765674	1029	16S rRNA methyltransferase	725	KP1_RS03800.fasta
KP1_RS03815		767648	678	dUMP phosphatase	379	KP1_RS03815.fasta
KP1_RS03820		768416	1590	peptide chain release factor 3	780	KP1_RS03820.fasta
KP1_RS03825		770225	621	molecular chaperone OsmY	324	KP1_RS03825.fasta
KP1_RS03830		770975	162	membrane protein	73	KP1_RS03830.fasta
KP1_RS03850		774979	780	2-deoxyribose-5-phosphate aldolase	552	KP1_RS03850.fasta
KP1_RS03855		775872	1323	thymidine phosphorylase	800	KP1_RS03855.fasta
KP1_RS03860		777247	1224	phosphopentomutase	744	KP1_RS03860.fasta
KP1_RS03865		778573	720	purine-nucleoside phosphorylase	476	KP1_RS03865.fasta
KP1_RS03875		780389	648	membrane protein	385	KP1_RS03875.fasta
KP1_RS03880		781141	972	phosphoserine phosphatase	657	KP1_RS03880.fasta
KP1_RS03885		782122	1383	DNA repair protein RadA	798	KP1_RS03885.fasta
KP1_RS03890		783526	1233	trifunctional nicotinamide-nucleotide adenylyltransferase/ribosylnicotinamide kinase/transcriptional regulator NadR	726	KP1_RS03890.fasta
KP1_RS03895		784852	1668	energy-dependent translational throttle protein EttA	1064	KP1_RS03895.fasta
KP1_RS03900		786748	1938	murein transglycosylase	1163	KP1_RS03900.fasta
KP1_RS03910		789090	516	non-canonical purine NTP phosphatase	343	KP1_RS03910.fasta
KP1_RS03915		789719	648	phosphoglycerate mutase	360	KP1_RS03915.fasta
KP1_RS03920		790363	870	right oriC-binding transcriptional activator	514	KP1_RS03920.fasta
KP1_RS03925		791441	474	hypothetical protein	316	KP1_RS03925.fasta
KP1_RS03930		791927	690	DNA-binding response regulator	538	KP1_RS03930.fasta
KP1_RS03935		792616	1425	two-component sensor histidine kinase	956	KP1_RS03935.fasta
KP1_RS03945		795522	717	DNA-binding response regulator	366	KP1_RS03945.fasta
KP1_RS03965		800384	930	homoserine kinase	464	KP1_RS03965.fasta
KP1_RS03970		801317	1281	threonine synthase	768	KP1_RS03970.fasta
KP1_RS03990		805842	954	transaldolase	564	KP1_RS03990.fasta
KP1_RS03995		806895	588	molybdopterin adenylyltransferase	378	KP1_RS03995.fasta
KP1_RS04000		807602	1305	MFS transporter	859	KP1_RS04000.fasta
KP1_RS04005		808969	567	hypothetical protein	380	KP1_RS04005.fasta
KP1_RS04025		813195	1134	molecular chaperone DnaJ	704	KP1_RS04025.fasta
KP1_RS04030	nhaA	814506	1176	Na+/H+ antiporter NhaA	912	KP1_RS04030.fasta
KP1_RS04035		815736	897	transcriptional activator NhaR	626	KP1_RS04035.fasta
KP1_RS04045		816752	264	30S ribosomal protein S20	115	KP1_RS04045.fasta
KP1_RS04050		817345	939	bifunctional riboflavin kinase/FMN adenylyltransferase	494	KP1_RS04050.fasta
KP1_RS04055		818327	2817	isoleucine--tRNA ligase	1488	KP1_RS04055.fasta
KP1_RS04060		821143	501	lipoprotein signal peptidase	228	KP1_RS04060.fasta
KP1_RS04065		821759	450	peptidyl-prolyl cis-trans isomerase	218	KP1_RS04065.fasta
KP1_RS04070		822210	951	4-hydroxy-3-methylbut-2-enyl diphosphate reductase	587	KP1_RS04070.fasta
KP1_RS04085		824485	930	transcriptional regulator	839	KP1_RS04085.fasta
KP1_RS04105		827489	156	hypothetical protein	156	KP1_RS04105.fasta
KP1_RS04110		827710	1149	carbamoyl-phosphate synthase small subunit	815	KP1_RS04110.fasta
KP1_RS04115		828876	3225	carbamoyl phosphate synthase large subunit	1757	KP1_RS04115.fasta
KP1_RS04120		832270	234	hypothetical protein	146	KP1_RS04120.fasta
KP1_RS04130		833161	1866	glutathione-regulated potassium-efflux system protein KefC	1253	KP1_RS04130.fasta
KP1_RS04135	folA	835200	480	dihydrofolate reductase	232	KP1_RS04135.fasta
KP1_RS04140		836106	849	bis(5'-nucleosyl)-tetraphosphatase (symmetrical)	481	KP1_RS04140.fasta
KP1_RS04145		836959	378	Co2+/Mg2+ efflux protein ApaG	135	KP1_RS04145.fasta
KP1_RS04150	ksgA	837339	822	ribosomal RNA small subunit methyltransferase A	438	KP1_RS04150.fasta
KP1_RS04155		838157	990	4-hydroxythreonine-4-phosphate dehydrogenase PdxA	615	KP1_RS04155.fasta
KP1_RS04160		839152	1287	peptidyl-prolyl cis-trans isomerase	681	KP1_RS04160.fasta
KP1_RS04165		840493	2349	LPS assembly protein LptD	1279	KP1_RS04165.fasta
KP1_RS04170		843085	828	molecular chaperone DjlA	468	KP1_RS04170.fasta
KP1_RS04180		844633	1626	histidine kinase	1185	KP1_RS04180.fasta
KP1_RS04185		846583	1365	citrate/acetate antiporter	920	KP1_RS04185.fasta
KP1_RS04195		848127	540	phosphoribosyl-dephospho-CoA transferase	299	KP1_RS04195.fasta
KP1_RS04200		848741	660	bifunctional tRNA pseudouridine(32) synthase/ribosomal large subunit pseudouridine synthase RluA	453	KP1_RS04200.fasta
KP1_RS04205		849413	2907	RNA polymerase-associated protein RapA	1668	KP1_RS04205.fasta
KP1_RS04210		852507	2358	DNA polymerase II	1547	KP1_RS04210.fasta
KP1_RS04215		855040	696	L-ribulose-5-phosphate 4-epimerase	586	KP1_RS04215.fasta
KP1_RS04220		855873	1503	L-arabinose isomerase	1061	KP1_RS04220.fasta
KP1_RS04225		857386	1710	ribulokinase	1208	KP1_RS04225.fasta
KP1_RS04240		860407	768	membrane protein	463	KP1_RS04240.fasta
KP1_RS04250	thiP	861846	1611	thiamine/thiamine pyrophosphate ABC transporter permease ThiP	1166	KP1_RS04250.fasta
KP1_RS04260		864705	1656	transcriptional regulator SgrR	1100	KP1_RS04260.fasta
KP1_RS04265		866448	153	hypothetical protein	100	KP1_RS04265.fasta
KP1_RS04290		870562	756	3-dehydroquinase	517	KP1_RS04290.fasta
KP1_RS04295		871348	1215	MFS transporter	872	KP1_RS04295.fasta
KP1_RS04300		872573	864	shikimate dehydrogenase	579	KP1_RS04300.fasta
KP1_RS04305		873448	2034	"2,4-dienoyl-CoA reductase"	1283	KP1_RS04305.fasta
KP1_RS04310		875877	606	3-isopropylmalate dehydratase small subunit	381	KP1_RS04310.fasta
KP1_RS04315		876493	1401	3-isopropylmalate dehydratase large subunit	691	KP1_RS04315.fasta
KP1_RS04320		877896	1092	3-isopropylmalate dehydrogenase	582	KP1_RS04320.fasta
KP1_RS04325		878987	1572	2-isopropylmalate synthase	804	KP1_RS04325.fasta
KP1_RS04340		882717	1725	acetolactate synthase 3 large subunit	840	KP1_RS04340.fasta
KP1_RS04345		884444	492	acetolactate synthase small subunit	232	KP1_RS04345.fasta
KP1_RS04350		885115	1005	DNA-binding transcriptional regulator FruR	572	KP1_RS04350.fasta
KP1_RS04355		886760	459	division/cell wall cluster transcriptional repressor MraZ	235	KP1_RS04355.fasta
KP1_RS04360		887221	942	ribosomal RNA small subunit methyltransferase H	515	KP1_RS04360.fasta
KP1_RS04365		888159	366	cell division protein FtsL	212	KP1_RS04365.fasta
KP1_RS04370		888540	1767	peptidoglycan glycosyltransferase FtsI	1269	KP1_RS04370.fasta
KP1_RS04380		891777	1359	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D- alanine ligase	905	KP1_RS04380.fasta
KP1_RS04390	murD	894214	1317	UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase	925	KP1_RS04390.fasta
KP1_RS04395		895530	1275	cell division protein FtsW	746	KP1_RS04395.fasta
KP1_RS04400		896801	1071	UDP-N-acetylglucosamine--N-acetylmuramyl- (pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase	655	KP1_RS04400.fasta
KP1_RS04405		897919	1476	UDP-N-acetylmuramate--L-alanine ligase	876	KP1_RS04405.fasta
KP1_RS04415		900309	831	cell division protein FtsQ	393	KP1_RS04415.fasta
KP1_RS04420		901136	1263	cell division protein FtsA	549	KP1_RS04420.fasta
KP1_RS04425		902461	1152	cell division protein FtsZ	659	KP1_RS04425.fasta
KP1_RS04430		903713	918	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase	523	KP1_RS04430.fasta
KP1_RS04435		904947	504	SecA regulator SecM	361	KP1_RS04435.fasta
KP1_RS04440		905513	2706	protein translocase subunit SecA	1214	KP1_RS04440.fasta
KP1_RS04455		908926	744	cell division protein ZapD	406	KP1_RS04455.fasta
KP1_RS04460		909669	621	dephospho-CoA kinase	429	KP1_RS04460.fasta
KP1_RS04465		910445	132	hypothetical protein	103	KP1_RS04465.fasta
KP1_RS04470		910633	1044	guanosine monophosphate reductase	659	KP1_RS04470.fasta
KP1_RS04485		914304	432	prepilin peptidase-dependent pilin	312	KP1_RS04485.fasta
KP1_RS04490		914917	894	nicotinate-nucleotide diphosphorylase	508	KP1_RS04490.fasta
KP1_RS04495		915944	564	N-acetyl-anhydromuramyl-L-alanine amidase	295	KP1_RS04495.fasta
KP1_RS04500		916504	855	beta-lactamase regulator AmpE	556	KP1_RS04500.fasta
KP1_RS04505		917594	951	alpha-N-arabinofuranosidase	738	KP1_RS04505.fasta
KP1_RS04510		918544	1407	MFS transporter	791	KP1_RS04510.fasta
KP1_RS04515		920135	1371	aromatic amino acid transporter AroP	740	KP1_RS04515.fasta
KP1_RS04520		921518	114	hypothetical protein	86	KP1_RS04520.fasta
KP1_RS04525		922149	780	transcriptional regulator PdhR	326	KP1_RS04525.fasta
KP1_RS04530		923065	2664	"pyruvate dehydrogenase (acetyl-transferring), homodimeric type"	1266	KP1_RS04530.fasta
KP1_RS04540		927848	1425	dihydrolipoyl dehydrogenase	927	KP1_RS04540.fasta
KP1_RS04565		932625	2598	aconitate hydratase B	1358	KP1_RS04565.fasta
KP1_RS04570		935409	363	hypothetical protein	193	KP1_RS04570.fasta
KP1_RS04580		936663	861	spermidine synthase	516	KP1_RS04580.fasta
KP1_RS04595		940355	348	hypothetical protein	165	KP1_RS04595.fasta
KP1_RS04605		942530	2391	glucose dehydrogenase	1368	KP1_RS04605.fasta
KP1_RS04610		945001	120	hypothetical protein	72	KP1_RS04610.fasta
KP1_RS04615		945125	537	hypoxanthine phosphoribosyltransferase	294	KP1_RS04615.fasta
KP1_RS04620		945721	663	carbonate dehydratase	334	KP1_RS04620.fasta
KP1_RS04625		946568	927	ATPase	528	KP1_RS04625.fasta
KP1_RS04630		947491	771	ABC transporter permease	469	KP1_RS04630.fasta
KP1_RS04635		948384	441	PTS sugar transporter subunit IIA	299	KP1_RS04635.fasta
KP1_RS04645		950172	381	aspartate 1-decarboxylase	190	KP1_RS04645.fasta
KP1_RS04650		950645	855	pantoate--beta-alanine ligase	582	KP1_RS04650.fasta
KP1_RS04655		951511	792	3-methyl-2-oxobutanoate hydroxymethyltransferase	382	KP1_RS04655.fasta
KP1_RS04660		952423	480	2-amino-4-hydroxy-6- hydroxymethyldihydropteridine diphosphokinase	399	KP1_RS04660.fasta
KP1_RS04670		954356	882	tRNA glutamyl-Q(34) synthetase GluQRS	580	KP1_RS04670.fasta
KP1_RS04675		955297	456	transcriptional regulator	253	KP1_RS04675.fasta
KP1_RS04680		955915	717	sugar fermentation stimulation protein SfsA	425	KP1_RS04680.fasta
KP1_RS04720		963891	597	type II secretion system protein GspJ	686	KP1_RS04720.fasta
KP1_RS04725		964484	366	type II secretion system protein GspI	316	KP1_RS04725.fasta
KP1_RS04735		965361	423	type II secretion system protein GspG	331	KP1_RS04735.fasta
KP1_RS04750		968510	1974	type II secretion system protein GspD	1291	KP1_RS04750.fasta
KP1_RS04785		977251	375	pullulanase	330	KP1_RS04785.fasta
KP1_RS04795		977855	165	hypothetical protein	104	KP1_RS04795.fasta
KP1_RS04825		987056	1281	"glutamate-1-semialdehyde 2,1-aminomutase"	940	KP1_RS04825.fasta
KP1_RS04830		988475	1461	ClC family H(+)/Cl(-) exchange transporter	882	KP1_RS04830.fasta
KP1_RS04835		990017	345	iron-sulfur cluster insertion protein ErpA	174	KP1_RS04835.fasta
KP1_RS04845		991093	801	cobalamin-binding protein	572	KP1_RS04845.fasta
KP1_RS04855		992668	1515	deoxyguanosinetriphosphate triphosphohydrolase	887	KP1_RS04855.fasta
KP1_RS04860		994317	1434	serine endoprotease DegQ	869	KP1_RS04860.fasta
KP1_RS04865		995917	1158	CdaR family transcriptional regulator	759	KP1_RS04865.fasta
KP1_RS04870		997193	387	hypothetical protein	182	KP1_RS04870.fasta
KP1_RS04875		997687	825	"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase"	416	KP1_RS04875.fasta
KP1_RS04880		998542	2664	bifunctional uridylyltransferase/uridylyl-removing protein	1401	KP1_RS04880.fasta
KP1_RS04885		1001263	795	type I methionyl aminopeptidase	590	KP1_RS04885.fasta
KP1_RS04890		1002380	726	30S ribosomal protein S2	254	KP1_RS04890.fasta
KP1_RS04895		1003225	852	elongation factor Ts	440	KP1_RS04895.fasta
KP1_RS04900		1004227	726	UMP kinase	338	KP1_RS04900.fasta
KP1_RS04905		1005103	558	ribosome-recycling factor	236	KP1_RS04905.fasta
KP1_RS04915		1007329	759	"(2E,6E)-farnesyl- diphosphate-specific ditrans,polycis-undecaprenyl-diphosphate synthase"	232	KP1_RS04915.fasta
KP1_RS04920	cdsA	1008100	858	CDP-diglyceride synthase	532	KP1_RS04920.fasta
KP1_RS04925		1008969	1353	zinc metallopeptidase RseP	622	KP1_RS04925.fasta
KP1_RS04930		1010353	2430	outer membrane protein assembly factor BamA	1221	KP1_RS04930.fasta
KP1_RS04935		1012904	486	chaperone	203	KP1_RS04935.fasta
KP1_RS04940		1013393	1026	UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase	631	KP1_RS04940.fasta
KP1_RS04945		1014524	456	beta-hydroxyacyl-ACP dehydratase	195	KP1_RS04945.fasta
KP1_RS04950		1014983	789	acyl-[acyl-carrier-protein]--UDP-N- acetylglucosamine O-acyltransferase	403	KP1_RS04950.fasta
KP1_RS04955		1015771	1152	lipid-A-disaccharide synthase	759	KP1_RS04955.fasta
KP1_RS04960		1016919	600	ribonuclease HII	341	KP1_RS04960.fasta
KP1_RS04965		1017536	3483	DNA polymerase III subunit alpha	1517	KP1_RS04965.fasta
KP1_RS04970		1021031	960	acetyl-CoA carboxylase carboxyltransferase subunit alpha	557	KP1_RS04970.fasta
KP1_RS04975		1022104	2154	lysine decarboxylase CadA	1196	KP1_RS04975.fasta
KP1_RS04980		1024304	390	hypothetical protein	235	KP1_RS04980.fasta
KP1_RS04990		1026074	261	Rho-binding antiterminator	112	KP1_RS04990.fasta
KP1_RS05000		1026718	546	hypothetical protein	368	KP1_RS05000.fasta
KP1_RS05005		1027260	414	aminoacyl-tRNA hydrolase	312	KP1_RS05005.fasta
KP1_RS05010		1027695	720	copper homeostasis/adhesion lipoprotein NlpE	528	KP1_RS05010.fasta
KP1_RS05020		1029448	1719	proline--tRNA ligase	899	KP1_RS05020.fasta
KP1_RS05030	rcsF	1031983	408	hypothetical protein	172	KP1_RS05030.fasta
KP1_RS05035	metQ	1032498	816	methionine ABC transporter substrate-binding protein	496	KP1_RS05035.fasta
KP1_RS05045		1034003	1032	"D-methionine ABC transporter, ATP-binding protein"	554	KP1_RS05045.fasta
KP1_RS05050		1035223	567	"D-glycero-beta-D-manno-heptose 1,7-bisphosphate 7-phosphatase"	386	KP1_RS05050.fasta
KP1_RS05100		1044675	807	hypothetical protein	508	KP1_RS05100.fasta
KP1_RS05105		1045573	771	S-adenosyl-L-methionine (SAM)-dependent methyltransferase PhcB	621	KP1_RS05105.fasta
KP1_RS05110		1046401	1368	lytic transglycosylase	649	KP1_RS05110.fasta
KP1_RS05115		1047840	756	hydroxyacylglutathione hydrolase	637	KP1_RS05115.fasta
KP1_RS05120		1048628	723	hypothetical protein	418	KP1_RS05120.fasta
KP1_RS05125		1049347	468	ribonuclease H	236	KP1_RS05125.fasta
KP1_RS05130		1049879	732	DNA polymerase III subunit epsilon	451	KP1_RS05130.fasta
KP1_RS05150		1052486	771	amidohydrolase	511	KP1_RS05150.fasta
KP1_RS05155	fadE	1053435	2445	acyl-CoA dehydrogenase	1325	KP1_RS05155.fasta
KP1_RS05160		1056119	582	phosphoheptose isomerase	274	KP1_RS05160.fasta
KP1_RS05165		1056775	768	class II glutamine amidotransferase	366	KP1_RS05165.fasta
KP1_RS05180		1058665	1344	NADH:ubiquinone reductase (Na(+)-transporting) subunit A	911	KP1_RS05180.fasta
KP1_RS05185		1060012	1239	NADH:ubiquinone reductase (Na(+)-transporting) subunit B	946	KP1_RS05185.fasta
KP1_RS05195		1062030	639	NADH:ubiquinone reductase (Na(+)-transporting) subunit D	455	KP1_RS05195.fasta
KP1_RS05200		1062675	597	NADH:ubiquinone reductase (Na(+)-transporting) subunit E	383	KP1_RS05200.fasta
KP1_RS05205		1063284	1224	NADH:ubiquinone reductase (Na(+)-transporting) subunit F	890	KP1_RS05205.fasta
KP1_RS05210		1064510	216	hypothetical protein	194	KP1_RS05210.fasta
KP1_RS05220		1065968	1056	DNA polymerase IV	805	KP1_RS05220.fasta
KP1_RS05230		1067521	1458	cytosol nonspecific dipeptidase	1028	KP1_RS05230.fasta
KP1_RS05235		1069236	459	xanthine phosphoribosyltransferase	269	KP1_RS05235.fasta
KP1_RS05240	frsA	1069800	1245	fermentation/respiration switch protein	680	KP1_RS05240.fasta
KP1_RS05245		1071102	399	sigma factor-binding protein Crl	405	KP1_RS05245.fasta
KP1_RS05390		1103620	1104	glutamate 5-kinase	756	KP1_RS05390.fasta
KP1_RS05395		1104878	123	hypothetical protein	88	KP1_RS05395.fasta
KP1_RS05400		1105013	1053	phosphoporin PhoE	689	KP1_RS05400.fasta
KP1_RS05405		1106110	567	lipoprotein	465	KP1_RS05405.fasta
KP1_RS05415		1108053	666	haloacid dehalogenase	629	KP1_RS05415.fasta
