Locus	Gene	Start	Length	Product	Allele Count	Alleles
b0600	ybdL	633586	1161	methionine aminotransferase, PLP-dependent	1757	b0600.fasta
b0605	ahpC	638945	564	alkyl hydroperoxide reductase, C22 subunit	611	b0605.fasta
b0606	ahpF	639753	1566	alkyl hydroperoxide reductase, F52a subunit, FAD/NAD(P)-binding	1881	b0606.fasta
b0607	uspG	641439	429	universal stress protein UP12	600	b0607.fasta
b0610	rnk	643557	411	regulator of nucleoside diphosphate kinase	479	b0610.fasta
b0611	rna	644197	807	ribonuclease I	1135	b0611.fasta
b0612	citT	645117	1464	citrate/succinate antiporter; citrate carrier	1594	b0612.fasta
b0613	citG	646631	879	2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase	1195	b0613.fasta
b0614	citX	647484	552	apo-citrate lyase phosphoribosyl-dephospho-CoA transferase	823	b0614.fasta
b0615	citF	648039	1533	citrate lyase, citrate-ACP transferase (alpha) subunit	1861	b0615.fasta
b0616	citE	649582	909	citrate lyase, citryl-ACP lyase (beta) subunit	1347	b0616.fasta
b0617	citD	650487	297	citrate lyase, acyl carrier (gamma) subunit	347	b0617.fasta
b0624	flc	657555	384	fluoride efflux channel, dual topology membrane protein	592	b0624.fasta
b0627	tatE	658947	204	TatABCE protein translocation system subunit	230	b0627.fasta
b0628	lipA	659251	966	lipoate synthase	1115	b0628.fasta
b0630	lipB	661637	642	octanoyltransferase; octanoyl-[ACP]:protein N-octanoyltransferase	814	b0630.fasta
b0631	ybeD	662379	264	UPF0250 family protein	301	b0631.fasta
b0632	dacA	662752	1212	D-alanyl-D-alanine carboxypeptidase (penicillin-binding protein 5)	1318	b0632.fasta
b0633	rlpA	664102	1089	septal ring protein, suppressor of prc, minor lipoprotein	1463	b0633.fasta
b0634	mrdB	665201	1113	cell wall shape-determining protein	1279	b0634.fasta
b0635	mrdA	666316	1902	penicillin-binding protein 2, transpeptidase involved in peptidoglycan synthesis	2114	b0635.fasta
b0636	rlmH	668248	468	23S rRNA m(3)Psi1915 pseudouridine methyltransferase, SAM-dependent	712	b0636.fasta
b0637	rsfS	668719	318	ribosomal silencing factor	415	b0637.fasta
b0638	cobC	669296	612	putative alpha-ribazole-5'-P phosphatase	968	b0638.fasta
b0639	nadD	669931	642	nicotinic acid mononucleotide adenylyltransferase, NAD(P)-dependent	809	b0639.fasta
b0640	holA	670574	1032	DNA polymerase III, delta subunit	1547	b0640.fasta
b0641	lptE	671605	582	LPS assembly OM complex LptDE, lipoprotein component	802	b0641.fasta
b0642	leuS	672201	2583	leucyl-tRNA synthetase	2751	b0642.fasta
b0643	ybeL	675018	483	DUF1451 family protein	802	b0643.fasta
b0651	rihA	683477	936	ribonucleoside hydrolase 1	1407	b0651.fasta
b0653	gltK	685255	675	glutamate/aspartate ABC transporter permease	1147	b0653.fasta
b0654	gltJ	685929	741	glutamate/aspartate ABC transporter permease	1255	b0654.fasta
b0655	gltI	686839	909	glutamate/aspartate periplasmic binding protein	1263	b0655.fasta
b0658	ybeX	690906	879	putative ion transport	1059	b0658.fasta
b0659	ybeY	691874	468	ssRNA-specific endoribonuclease; 16S rRNA 3' end maturation and quality control co-endoribonuclease working with RNase R; rRNA transcription antitermination factor	734	b0659.fasta
b0660	ybeZ	692338	1041	heat shock protein, putative NTPase; PhoH-like protein	1400	b0660.fasta
b0661	miaB	693531	1425	tRNA-i(6)A37 methylthiotransferase	1800	b0661.fasta
b0662	ubiF	695101	1176	2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol oxygenase	1644	b0662.fasta
b0674	asnB	697513	1665	asparagine synthetase B	1970	b0674.fasta
b0675	umpH	699574	753	UMP phosphatase	1088	b0675.fasta
b0676	nagC	700374	1221	N-acetylglucosamine-inducible nag divergent operon transcriptional repressor	1558	b0676.fasta
b0677	nagA	701603	1149	N-acetylglucosamine-6-phosphate deacetylase	1450	b0677.fasta
b0678	nagB	702811	801	glucosamine-6-phosphate deaminase	1148	b0678.fasta
b0679	nagE	703944	1947	N-acetyl glucosamine specific PTS enzyme IIC, IIB, and IIA components	2219	b0679.fasta
b0680	glnS	706093	1665	glutamyl-tRNA synthetase	2023	b0680.fasta
b0682	chiQ	709790	327	chitosugar-induced verified lipoprotein	642	b0682.fasta
b0683	fur	710200	447	ferric iron uptake regulon transcriptional repressor; autorepressor	531	b0683.fasta
b4637	uof	710639	87	ryhB-regulated fur leader peptide	67	b4637.fasta
b0684	fldA	710935	531	flavodoxin 1	612	b0684.fasta
b0685	ybfE	711605	294	LexA-regulated protein, CopB family	264	b0685.fasta
b0686	ybfF	712038	765	acyl-CoA esterase	1137	b0686.fasta
b0687	seqA	712987	546	negative modulator of initiation of replication	558	b0687.fasta
b0688	pgm	713558	1641	phosphoglucomutase	1835	b0688.fasta
b0694	kdpE	721056	678	response regulator in two-component regulatory system with KdpD	1283	b0694.fasta
b0695	kdpD	721730	2685	fused sensory histidine kinase in two-component regulatory system with KdpE: signal sensing protein	3323	b0695.fasta
b0696	kdpC	724407	573	potassium translocating ATPase, subunit C	863	b0696.fasta
b0697	kdpB	724988	2049	potassium translocating ATPase, subunit B	2669	b0697.fasta
b0698	kdpA	727059	1674	potassium translocating ATPase, subunit A	2436	b0698.fasta
b4513	kdpF	728732	90	potassium ion accessory transporter subunit	170	b4513.fasta
b0699	ybfA	729134	207	DUF2517 family protein	327	b0699.fasta
b0707	ybgA	739001	510	DUF1722 family protein	755	b0707.fasta
b0708	phr	739507	1419	deoxyribodipyrimidine photolyase, FAD-binding	1863	b0708.fasta
b0709	dtpD	741075	1482	dipeptide and tripeptide permease D	2066	b0709.fasta
b0710	ybgI	742827	744	NIF3 family metal-binding protein	1052	b0710.fasta
b0711	ybgJ	743593	657	putative allophanate hydrolase, subunit 1	1110	b0711.fasta
b0712	ybgK	744243	933	putative allophanate hydrolase, subunit 2	1410	b0712.fasta
b0713	ybgL	745165	735	UPF0271 family protein	1119	b0713.fasta
b0714	nei	745935	792	endonuclease VIII and 5-formyluracil/5-hydroxymethyluracil DNA glycosylase	1235	b0714.fasta
b0715	abrB	746723	1047	regulator of aidB expression; inner membrane protein	1553	b0715.fasta
b0720	gltA	753185	1284	citrate synthase	1279	b0720.fasta
b0721	sdhC	755177	390	succinate dehydrogenase, membrane subunit, binds cytochrome b556	427	b0721.fasta
b0722	sdhD	755560	348	succinate dehydrogenase, membrane subunit, binds cytochrome b556	581	b0722.fasta
b0724	sdhB	757689	717	succinate dehydrogenase, FeS subunit	1059	b0724.fasta
b0726	sucA	758706	2802	2-oxoglutarate decarboxylase, thiamine triphosphate-binding	2682	b0726.fasta
b0727	sucB	761522	1218	dihydrolipoyltranssuccinase	1637	b0727.fasta
b0728	sucC	763014	1167	succinyl-CoA synthetase, beta subunit	1629	b0728.fasta
b0729	sucD	764180	870	succinyl-CoA synthetase, NAD(P)-binding, alpha subunit	1267	b0729.fasta
b0733	cydA	771458	1569	cytochrome d terminal oxidase, subunit I	1386	b0733.fasta
b0734	cydB	773042	1140	cytochrome d terminal oxidase, subunit II	1417	b0734.fasta
b4515	cydX	774196	114	cytochrome d (bd-I) ubiquinol oxidase subunit X	140	b4515.fasta
b0735	ybgE	774309	294	putative inner membrane protein in cydABX-ybgE operon	446	b0735.fasta
b0736	ybgC	774752	405	acyl-CoA thioester hydrolase	465	b0736.fasta
b0737	tolQ	775153	693	membrane spanning protein in TolA-TolQ-TolR complex	742	b0737.fasta
b0738	tolR	775849	429	membrane spanning protein in TolA-TolQ-TolR complex	495	b0738.fasta
b0739	tolA	776342	1266	membrane anchored protein in TolA-TolQ-TolR complex	1099	b0739.fasta
b0740	tolB	777740	1293	periplasmic protein	1484	b0740.fasta
NCTC1212901305		778480	783	lysine/arginine/ornithine ABC transporter substrate-binding protein ArgT	1162	NCTC12129_01305.fasta
b0741	pal	779067	522	peptidoglycan-associated outer membrane lipoprotein	485	b0741.fasta
b0742	ybgF	779598	792	periplasmic TolA-binding protein	921	b0742.fasta
b0751	pnuC	783166	720	nicotinamide riboside transporter	1038	b0751.fasta
b0753	ybgS	784937	381	putative periplasmic protein	618	b0753.fasta
b0755	gpmA	786843	753	phosphoglyceromutase 1	1026	b0755.fasta
b0756	galM	787797	1041	aldose 1-epimerase; type-1 mutarotase; galactose mutarotase	1450	b0756.fasta
b0757	galK	788831	1149	galactokinase	1604	b0757.fasta
b0758	galT	789983	1047	galactose-1-phosphate uridylyltransferase	1540	b0758.fasta
b0759	galE	791039	1017	UDP-galactose-4-epimerase	1318	b0759.fasta
b0760	modF	792316	1473	molybdate ABC transporter ATPase	1829	b0760.fasta
b0761	modE	793856	789	transcriptional repressor for the molybdenum transport operon modABC	1115	b0761.fasta
b0762	acrZ	794773	150	AcrAB-TolC efflux pump accessory protein, membrane-associated	156	b0762.fasta
b0763	modA	795089	774	molybdate ABC transporter periplasmic binding protein; chlorate resistance protein	1149	b0763.fasta
b0764	modB	795862	690	molybdate ABC transporter permease; chlorate resistance protein	1030	b0764.fasta
b0765	modC	796554	1059	molybdate ABC transporter ATPase; chlorate resistance protein	1525	b0765.fasta
b0767	pgl	798586	996	6-phosphogluconolactonase	1476	b0767.fasta
b0772	ybhC	805998	1284	acyl-CoA thioesterase, lipoprotein	1616	b0772.fasta
b0773	ybhB	807433	477	kinase inhibitor homolog, UPF0098 family	786	b0773.fasta
b0774	bioA	807968	1290	7,8-diaminopelargonic acid synthase, PLP-dependent	1900	b0774.fasta
b0775	bioB	809344	1041	biotin synthase	1556	b0775.fasta
b0776	bioF	810381	1155	8-amino-7-oxononanoate synthase	1562	b0776.fasta
b0777	bioC	811522	756	malonyl-ACP O-methyltransferase, SAM-dependent	988	b0777.fasta
b0778	bioD	812270	678	dethiobiotin synthetase	911	b0778.fasta
b0779	uvrB	813526	2022	exision nuclease of nucleotide excision repair, DNA damage recognition component	2202	b0779.fasta
b0780	ybhK	815739	909	putative CofD superfamily transferase	1222	b0780.fasta
b0781	moaA	817044	990	molybdopterin biosynthesis protein A	1418	b0781.fasta
b0782	moaB	818055	513	inactive molybdopterin adenylyltransferase	775	b0782.fasta
b0783	moaC	818570	486	molybdopterin biosynthesis, protein C	738	b0783.fasta
b0784	moaD	819048	246	molybdopterin synthase, small subunit	521	b0784.fasta
b0785	moaE	819295	453	molybdopterin synthase, large subunit	767	b0785.fasta
b0786	ybhL	819884	705	putative acetate transporter; BAX Inhibitor-1 family inner membrane protein	1060	b0786.fasta
b0789	clsB	822498	1242	cardiolipin synthase 2	1593	b0789.fasta
b0790	ybhP	823736	762	endo/exonuclease/phosphatase family protein	1030	b0790.fasta
b0791	ybhQ	824630	411	inner membrane protein	641	b0791.fasta
b0792	ybhR	825002	1107	putative ABC transporter permease	1475	b0792.fasta
b0793	ybhS	826119	1134	putative ABC transporter permease	1487	b0793.fasta
b0794	ybhF	827245	1737	putative ABC transporter ATPase	2249	b0794.fasta
b0795	ybhG	828974	999	putative membrane fusion protein (MFP) component of efflux pump, membrane anchor	1495	b0795.fasta
b0796	ybiH	829972	672	DUF1956 domain-containing tetR family putative transcriptional regulator	974	b0796.fasta
b0799	dinG	833070	2151	ATP-dependent DNA helicase	2349	b0799.fasta
b0800	ybiB	835248	963	putative family 3 glycosyltransferase	1256	b0800.fasta
b0801	ybiC	836351	1086	putative dehydrogenase	1376	b0801.fasta
b0802	ybiJ	837665	261	DUF1471 family putative periplasmic protein	484	b0802.fasta
b0803	ybiI	838190	267	DksA-type zinc finger protein	906	b0803.fasta
b0804	ybiX	838530	678	Fe(II)-dependent oxygenase superfamily protein	920	b0804.fasta
b0806	mcbA	841796	261	colanic acid mucoidy stimulation protein	386	b0806.fasta
b0807	rlmF	842332	927	23S rRNA m(6)A1618 methyltransferase, SAM-dependent	1286	b0807.fasta
b0808	ybiO	843255	2226	mechanosensitive channel protein, intermediate conductance	2447	b0808.fasta
b0809	glnQ	845741	723	glutamine transporter subunit	1000	b0809.fasta
b0810	glnP	846460	660	glutamine transporter subunit	933	b0810.fasta
b0811	glnH	847258	747	glutamine transporter subunit	982	b0811.fasta
b0812	dps	848408	504	Fe-binding and storage protein; stress-inducible DNA-binding protein	636	b0812.fasta
b0813	rhtA	849210	888	threonine and homoserine efflux system	1300	b0813.fasta
b0814	ompX	850450	516	outer membrane protein X	616	b0814.fasta
b0815	opgE	851014	1584	OPG biosynthetic transmembrane phosphoethanolamine transferase	1742	b0815.fasta
b4705	mntS	852869	129	Mn(2)-response protein, MntR-repressed	136	b4705.fasta
b0817	mntR	853183	468	Mn(2+)-responsive manganese regulon transcriptional regulator	545	b0817.fasta
b0818	ybiR	853647	1119	putative transporter	1397	b0818.fasta
b0819	ldtB	854824	921	L,D-transpeptidase linking Lpp to murein	1108	b0819.fasta
b0822	ybiV	859213	816	sugar phosphatase; fructose-1-P/ribose-5-P/glucose-6-P phosphatase	1140	b0822.fasta
b0823	ybiW	860174	2433	putative pyruvate formate lyase	2881	b0823.fasta
b0824	ybiY	862612	900	putative pyruvate formate lyase activating enzyme	1412	b0824.fasta
b0826	moeB	864380	750	molybdopterin synthase sulfurylase	1168	b0826.fasta
b0827	moeA	865129	1236	molybdopterin molybdenumtransferase; molybdopterin biosynthesis protein	1769	b0827.fasta
b0828	iaaA	866568	966	Isoaspartyl peptidase	1224	b0828.fasta
b0829	gsiA	867520	1872	glutathione ABC transporter ATPase	2195	b0829.fasta
b0830	gsiB	869411	1539	glutathione ABC transporter periplasmic binding protein	2078	b0830.fasta
b0831	gsiC	870967	921	glutathione ABC transporter permease	1459	b0831.fasta
b0832	gsiD	871890	912	glutathione ABC transporter permease	1424	b0832.fasta
b0835	rimO	876710	1326	ribosomal protein S12 methylthiotransferase	1612	b0835.fasta
b0836	bssR	878248	384	repressor of biofilm formation by indole transport regulation	406	b0836.fasta
b0840	deoR	881976	759	deoxyribose-5-phosphate-inducible deoxyribose operon transcriptional repressor; repressor of nupG and tsx	996	b0840.fasta
b0841	ybjG	882792	597	undecaprenyl pyrophosphate phosphatase	809	b0841.fasta
b0842	mdfA	883673	1233	multidrug efflux system protein	1663	b0842.fasta
b0843	ybjH	884946	285	uncharacterized protein	389	b0843.fasta
b0844	ybjI	885316	816	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase; pyrimidine phosphatase; riboflavin synthesis	1098	b0844.fasta
b0845	ybjJ	886131	1209	putative drug efflux MFS transporter, inner membrane protein	1596	b0845.fasta
b0846	rcdA	887423	537	transcriptional regulator of csgD and ybiJI; autoregulator	950	b0846.fasta
b0847	ybjL	888134	1686	putative transporter	1563	b0847.fasta
b0848	ybjM	890089	378	inner membrane protein	417	b0848.fasta
b0849	grxA	890496	258	glutaredoxin 1, redox coenzyme for ribonucleotide reductase (RNR1a)	389	b0849.fasta
b0850	ybjC	890913	288	DUF1418 family protein	423	b0850.fasta
b0852	rimK	891967	903	ribosomal protein S6 modification protein	1407	b0852.fasta
b0853	ybjN	892957	477	negative regulator of motility; multicopy suppressor of coaA(Ts)	511	b0853.fasta
b0854	potF	893784	1113	putrescine ABC transporter periplasmic binding protein	1709	b0854.fasta
b0855	potG	894991	1134	putrescine ABC transporter ATPase	1748	b0855.fasta
b0856	potH	896134	954	putrescine ABC transporter permease	1417	b0856.fasta
b0857	potI	897084	846	putrescine ABC transporter permease	1534	b0857.fasta
b0858	ybjO	897989	489	DUF2593 family inner membrane protein	681	b0858.fasta
b0859	rlmC	898518	1128	23S rRNA m(5)U747 methyltransferase, SAM-dependent	1455	b0859.fasta
b0861	artM	900866	669	arginine ABC transporter permease	1074	b0861.fasta
b0862	artQ	901534	717	arginine ABC transporter permease	1080	b0862.fasta
b0863	artI	902257	732	arginine transporter subunit	981	b0863.fasta
b0864	artP	903006	729	arginine ABC transporter ATPase	928	b0864.fasta
b0865	ybjP	903952	516	lipoprotein	843	b0865.fasta
b0866	ybjQ	904593	324	UPF0145 family protein	566	b0866.fasta
b0867	amiD	904913	831	1,6-anhydro-N-acetylmuramyl-L-alanine amidase, Zn-dependent; OM lipoprotein	1215	b0867.fasta
b0868	ybjS	905740	1014	putative NAD(P)H-dependent oxidoreductase	1274	b0868.fasta
b0869	ybjT	906852	1431	putative NAD-dependent oxidoreductase	1974	b0869.fasta
b0870	ltaE	908293	1002	L-allo-threonine aldolase, PLP-dependent	1628	b0870.fasta
b0871	poxB	909331	1719	pyruvate dehydrogenase, thiamine triphosphate-binding, FAD-binding	2325	b0871.fasta
b0872	hcr	911182	969	HCP oxidoreductase, NADH-dependent	1519	b0872.fasta
b0873	hcp	912162	1653	hybrid-cluster [4Fe-2S-2O] subunit of anaerobic terminal reductases	2138	b0873.fasta
b0874	ybjE	913958	900	putative transporter	1179	b0874.fasta
b0876	ybjD	916473	1659	putative OLD family ATP-dependent endonuclease; DUF2813 family protein	1860	b0876.fasta
b0877	ybjX	918128	993	DUF535 family protein	979	b0877.fasta
b0878	macA	919235	1116	macrolide transporter membrane fusion protein (MFP) component	1327	b0878.fasta
b0879	macB	920347	1947	macrolide ABC transporter peremase/ATPase	2272	b0879.fasta
b0880	cspD	922366	225	inhibitor of DNA replication, cold shock protein homolog	200	b0880.fasta
b0881	clpS	922913	321	regulatory protein for ClpA substrate specificity	358	b0881.fasta
b0884	infA	926225	219	translation initiation factor IF-1	162	b0884.fasta
b0885	aat	926728	705	leucyl/phenylalanyl-tRNA-protein transferase	1024	b0885.fasta
b0886	cydC	927474	1722	glutathione/cysteine ABC transporter export permease/ATPase	2218	b0886.fasta
b0887	cydD	929196	1767	glutathione/cysteine ABC transporter export permease/ATPase	2178	b0887.fasta
b0888	trxB	931085	966	thioredoxin reductase, FAD/NAD(P)-binding	1303	b0888.fasta
b0889	lrp	932595	495	leucine-responsive global transcriptional regulator	571	b0889.fasta
b0890	ftsK	933224	3990	DNA translocase at septal ring sorting daughter chromsomes	687	b0890.fasta
b0891	lolA	937372	612	lipoprotein chaperone	760	b0891.fasta
b0892	rarA	937994	1344	recombination intermediate processing DNA-dependent ATPase	1815	b0892.fasta
b0893	serS	939428	1293	seryl-tRNA synthetase	1646	b0893.fasta
b0894	dmsA	940959	2445	dimethyl sulfoxide reductase, anaerobic, subunit A	2857	b0894.fasta
b0896	dmsC	944033	864	dimethyl sulfoxide reductase, anaerobic, subunit C	1355	b0896.fasta
b0898	ycaD	945871	1149	putative MFS transporter, inner membrane protein	1374	b0898.fasta
b0902	pflA	950340	741	pyruvate formate-lyase 1-activating enzyme; [formate-C-acetyltransferase 1]-activating enzyme; PFL activase	1096	b0902.fasta
b0903	pflB	951272	2283	formate C-acetyltransferase 1, anaerobic; pyruvate formate-lyase 1	2104	b0903.fasta
b0904	focA	953609	858	formate channel	982	b0904.fasta
b0905	ycaO	954872	1761	ribosomal protein S12 methylthiotransferase accessory factor	2016	b0905.fasta
b0906	ycaP	956762	693	UPF0702 family putative inner membrane protein	955	b0906.fasta
b0907	serC	957653	1089	3-phosphoserine/phosphohydroxythreonine aminotransferase	1366	b0907.fasta
b0908	aroA	958812	1284	5-enolpyruvylshikimate-3-phosphate synthetase	1616	b0908.fasta
b0909	ycaL	960264	765	putative peptidase-related chaperone	968	b0909.fasta
b0910	cmk	961201	684	cytidylate kinase	855	b0910.fasta
b0911	rpsA	961995	1674	30S ribosomal subunit protein S1	1674	b0911.fasta
b0912	ihfB	963828	285	integration host factor (IHF), DNA-binding protein, beta subunit	292	b0912.fasta
b0914	msbA	966621	1749	lipid ABC transporter permease/ATPase	1377	b0914.fasta
b0915	lpxK	968366	987	lipid A 4'kinase	1209	b0915.fasta
b0916	ycaQ	969389	1233	DUF1006 family protein with C-terminal wHTH domain	1630	b0916.fasta
